"Main_Headline","Date"
"Tesla Stock Soars by More Than $100","2020-02-03T20:57:52+0000"
"Tesla’s Stock Is Up 36% in Two Days. What’s Going On?","2020-02-04T20:04:04+0000"
"Pete Buttigieg, Coronavirus, Tesla: Your Wednesday Briefing","2020-02-05T05:40:52+0000"
"Tesla Faces a New S.E.C. Investigation","2020-02-13T15:21:39+0000"
"Tesla Autopilot System Found Probably at Fault in 2018 Crash","2020-02-25T19:38:04+0000"
"G.M. Lays Out Ambitions for Electric-Vehicle Lineup to Rival Tesla","2020-03-04T17:30:08+0000"
"After Mounting Criticism, Tesla Will Shut Down California Factory","2020-03-19T22:37:04+0000"
"Elon Musk Says Tesla Share Price Is Too High","2020-05-01T17:06:48+0000"
"Tesla Tells Workers It Will Reopen California Factory Despite County Order","2020-05-08T22:33:37+0000"
"Elon Musk Lashes Out at Officials Keeping Tesla Plant Closed Over Virus","2020-05-09T18:40:14+0000"
"Tesla to Restart Bay Area Factory in Defiance of Local Order","2020-05-11T04:05:23+0000"
"Coronavirus Wrecked Tesla’s Momentum and Elon Musk Is Furious","2020-05-13T19:45:05+0000"
"Tesla Owners Try to Make Sense of Elon Musk’s ‘Red Pill’ Moment","2020-05-19T19:01:44+0000"
"Tesla Shines During the Pandemic as Other Automakers Struggle","2020-07-02T12:21:47+0000"
"German Court Says Tesla Self-Driving Claims Are Misleading","2020-07-14T20:16:33+0000"
"In Electric Car Market, It’s Tesla and a Jumbled Field of Also-Rans","2020-07-22T09:00:22+0000"
"Tesla Turns a Profit in a Pandemic-Squeezed Quarter","2020-07-23T01:23:05+0000"
"Tesla turned a surprise profit despite a plant shutdown and lower sales.","2020-07-23T11:02:27+0000"
"‘Tesla’ Review: Lightning Strikes, but Quietly","2020-08-19T23:31:43+0000"
"What’s on TV Saturday: A CNN Special and ‘Tesla’","2020-08-24T14:29:35+0000"
"Elon Musk Promises to Make a $25,000 Tesla (in 3 Years)","2020-09-23T00:34:49+0000"
"Led by Tesla, Auto Industry Rebounds as Car Sales Surge","2020-10-02T21:18:20+0000"
"Tesla is joining the S&P 500, and that could have investors scrambling to buy its shares.","2020-11-17T19:17:49+0000"
"Tesla, Profitable at Last, Bulls Its Way Into the S&P 500","2020-12-18T20:26:47+0000"
"A Race to Become the Tesla of Delivery Trucks and Vans","2020-12-22T10:00:21+0000"
"‘You Checked Tesla the Most’: Robinhood Recaps From a Volatile Year","2020-12-24T21:17:48+0000"
"German Automakers Are Charged Up and Ready to Take on Tesla","2020-12-31T10:00:21+0000"
"Tesla Says It Hit Goal of Delivering 500,000 Cars in 2020","2021-01-02T16:08:40+0000"
"Elon Musk has become the world’s richest person, as Tesla’s stock rallies.","2021-01-07T17:58:52+0000"
"Tesla Might Finally Have Some Competition. From Ford.","2021-01-15T10:00:21+0000"
"The Next Tesla? Investors Bet Big on Electric Truck Maker Rivian","2021-01-19T15:31:07+0000"
"Tesla’s U.S. sales slowed in 22 states in 2020, partly because of the pandemic.","2021-01-22T18:40:02+0000"
"Tesla Will Recall 135,000 Cars for Faulty Touch Screens.","2021-02-02T14:37:17+0000"
"Tesla says it bought $1.5 billion of Bitcoin, sending the cryptocurrency to a record high.","2021-02-08T13:32:43+0000"
"Chinese regulators reprimand Tesla over growing complaints about its cars.","2021-02-08T17:05:55+0000"
"Will other companies follow Tesla’s lead and load up on Bitcoin?","2021-02-09T13:59:16+0000"
"Tesla’s Stock Tumbles Amid Sales Worries and Market Volatility","2021-03-05T17:43:10+0000"
"Hundreds of Tesla workers tested positive for the virus after Elon Musk reopened a plant, data shows.","2021-03-13T19:28:29+0000"
"Hundreds of Tesla workers tested positive for the virus after Elon Musk reopened a plant, data shows.","2021-03-15T11:59:29+0000"
"Volkswagen Aims to Use Its Size to Head Off Tesla","2021-03-15T19:43:37+0000"
"Tesla’s Autopilot Technology Faces Fresh Scrutiny","2021-03-23T07:00:08+0000"
"Regulators are investigating the role of autonomous driving in 23 Tesla crashes.","2021-03-23T12:22:03+0000"
"Tesla will accept Bitcoin as payment, Elon Musk says.","2021-03-24T12:15:24+0000"
"Tesla employee’s firing and Elon Musk tweet on union were illegal, labor board rules.","2021-03-25T22:57:50+0000"
"Tesla delivered 185,000 cars in the first quarter, twice as many as a year ago.","2021-04-02T13:21:20+0000"
"Tesla complains that German bureaucracy may delay its new plant.","2021-04-08T16:09:04+0000"
"Mercedes unveils an electric version of its S-Class that goes farther than a Tesla.","2021-04-16T11:44:04+0000"
"2 Killed in Driverless Tesla Car Crash, Officials Say","2021-04-18T22:12:40+0000"
"Texas Police Investigate Fatal Tesla Crash Near Houston","2021-04-20T17:28:54+0000"
"Three Electric S.U.V.s With Tesla in Their Sights","2021-04-22T10:00:09+0000"
"Tesla Profit Hits a Quarterly Record","2021-04-26T18:07:57+0000"
"Tesla Makes Money (Including From Selling Cars)","2021-04-27T11:53:52+0000"
"Tesla’s Latest Solar Stumble: Big Price Increases","2021-04-29T09:00:29+0000"
"‘It’s highway robbery’: Tesla’s price increases on solar shingles irk customers.","2021-04-30T04:01:28+0000"
"Man Riding in Driverless Tesla Is Arrested in California","2021-05-12T19:10:50+0000"
"Tesla stops accepting Bitcoin as payment for its cars.","2021-05-13T00:25:17+0000"
"Tesla’s U-turn on Bitcoin raises questions of the cryptocurrency’s stability.","2021-05-13T13:41:30+0000"
"Crashes involving Tesla Autopilot and other driver-assistance systems get new scrutiny.","2021-06-29T15:55:47+0000"
"Tesla Says Autopilot Makes Its Cars Safer. Crash Victims Say It Kills.","2021-07-05T20:30:28+0000"
"Tesla sales are way up, but Ford and others are still grappling with a semiconductor shortage.","2021-07-06T09:41:33+0000"
"Tesla’s Factory Near Berlin Runs Into Activists, Red Tape and Lizards","2021-07-22T09:00:15+0000"
"Tesla reports a big jump in profit.","2021-07-26T19:46:15+0000"
"Summer Reading Contest Winner Week 5: On ‘Tesla Says Autopilot Makes Its Cars Safer. Crash Victims Say It Kills.’","2021-07-27T14:06:51+0000"
"Why Tesla’s ‘Beta Testing’ Puts the Public at Risk","2021-07-30T09:00:16+0000"
"How Biden’s E.V. Plan Could Help Tesla and Squeeze Toyota","2021-08-06T07:00:10+0000"
"U.S. Will Investigate Tesla’s Autopilot System Over Crashes With Emergency Vehicles","2021-08-16T12:17:26+0000"
"‘It Happened So Fast’: Inside a Fatal Tesla Autopilot Accident","2021-08-17T09:00:23+0000"
"Tesla Sells ‘Full Self-Driving,’ but What Is It Really?","2021-08-20T15:24:30+0000"
"The Week in Business: Turning Up the Heat on Tesla","2021-08-22T14:56:50+0000"
"The Black Reporter Proved Right By History and a Fatal Tesla Crash: The Week in Narrated Articles","2021-08-27T09:30:04+0000"
"Tesla is ordered to turn over Autopilot data to a federal safety agency.","2021-09-01T18:32:03+0000"
"Lucid Motors beats Tesla in range, going 520 miles on a charge, the E.P.A. says.","2021-09-16T12:30:21+0000"
"Tesla Reports Record Quarterly Deliveries Amid Chip Scarcity","2021-10-02T17:42:52+0000"
"A safety agency finds no cause to investigate Tesla battery safety.","2021-10-04T20:35:42+0000"
"Jury orders Tesla to pay $137 million to a former worker over racist treatment.","2021-10-05T02:18:30+0000"
"Tesla Will Move Its Headquarters to Austin, Texas, in Blow to California","2021-10-07T09:00:52+0000"
"Are Tesla and Texas a Perfect Match? It’s Questionable.","2021-10-08T17:33:54+0000"
"U.S. regulator questions Tesla on the lack of a recall after an update to Autopilot.","2021-10-13T15:06:53+0000"
"Tesla’s quarterly profit nearly quintuples to $1.6 billion as car sales surge.","2021-10-20T20:09:33+0000"
"N.T.S.B. says Tesla owner was in the driver’s seat in fatal crash, contradicting local officials.","2021-10-21T16:01:01+0000"
"Tesla Value Tops $1 Trillion After Hertz Orders 100,000 Cars","2021-10-25T12:25:11+0000"
"Tesla Joins an Exclusive Club","2021-10-26T11:54:53+0000"
"Elon Musk says Tesla has not signed a deal with Hertz yet.","2021-11-02T13:16:01+0000"
"Tesla shares slide 12 percent as Musk’s stock-sale pledge continues to reverberate.","2021-11-09T17:39:31+0000"
"Rivian I.P.O. Is Embraced by Investors Looking for Another Tesla","2021-11-10T18:12:13+0000"
"Elon Musk sells $5 billion in Tesla shares, partly to cover taxes on stock options.","2021-11-11T00:11:56+0000"
"JPMorgan says Tesla owes it $162 million because of an Elon Musk tweet.","2021-11-16T18:53:38+0000"
"He Helped Build Tesla. Now He’s Gunning for It.","2021-11-18T10:00:17+0000"
"He’s Steering Volkswagen, With His Eyes on Beating Tesla","2021-11-24T10:00:25+0000"
"In China, Tesla Is a Catfish, and Turns Auto Companies Into Sharks","2021-11-30T10:00:24+0000"
"Inside Tesla as Elon Musk Pushed an Unflinching Vision for Self-Driving Cars","2021-12-06T10:00:24+0000"
"A New Tesla Safety Concern: Drivers Can Play Video Games in Moving Cars","2021-12-07T10:00:17+0000"
"Safety agency says it is looking into Tesla video games that can be played while moving.","2021-12-08T16:30:26+0000"
"U.S. Is Investigating Tesla Feature That Lets Drivers Play Video Games","2021-12-22T13:03:40+0000"
"Tesla agrees to stop letting drivers play video games in moving cars.","2021-12-23T21:30:50+0000"
"Can a Tiny Territory in the South Pacific Power Tesla’s Ambitions?","2021-12-30T10:00:42+0000"
"Tesla Recalls Some Sedans Over Two Safety Defects","2021-12-30T16:51:11+0000"
"Tesla Reports 87% Increase in 2021 Deliveries","2022-01-02T16:25:04+0000"
"Tesla opens a dealership in Xinjiang, drawing accusations it’s helping China ‘cover up genocide.’","2022-01-04T16:25:08+0000"
"Why Tesla Soared as Other Automakers Struggled to Make Cars","2022-01-08T10:00:12+0000"
"As Tesla’s plant in Germany nears completion, a union raises concern.","2022-01-20T20:24:19+0000"
"Tesla reports record yearly profit but warns that supply problems persist.","2022-01-26T21:36:26+0000"
"Tesla Recalls Cars With Full Self-Driving to Prevent Rolling Stops","2022-02-01T17:03:17+0000"
"Tesla faces renewed scrutiny over racial bias and Elon Musk’s tweets.","2022-02-07T17:31:12+0000"
"California sues Tesla, saying the company permitted racial discrimination at its factory.","2022-02-10T21:42:03+0000"
"Regulators open an investigation into ‘phantom braking’ by Teslas.","2022-02-17T18:55:14+0000"
"Tesla Wins Approval to Open European Assembly Plant","2022-03-04T14:48:33+0000"
"Elon Musk opens Tesla’s first European plant, near Berlin.","2022-03-22T15:36:26+0000"
"Tesla’s Sales Jumped in the First Quarter, Bucking Industry Trend Again","2022-04-02T16:53:45+0000"
"Tesla Will Sell Its Long-Awaited Cybertruck Next Year, Elon Musk Says","2022-04-08T04:33:56+0000"
"Judge reduces $137 million penalty against Tesla over factory racism.","2022-04-14T15:55:59+0000"
"Jim Farley Tries to Reinvent Ford and Catch Up to Elon Musk and Tesla","2022-04-18T07:00:10+0000"
"Tesla’s profits jumped in the first quarter, but challenges loom.","2022-04-20T20:34:10+0000"
"Musk may be about to sell some Tesla stock. How would that affect markets?","2022-04-27T09:05:18+0000"
"Elon Musk sells billions in Tesla stock as he prepares to buy Twitter.","2022-04-29T12:53:26+0000"
"Why Musk’s Twitter Bid Has Shaken Tesla Investors","2022-05-06T09:00:28+0000"
"Tesla will cover transportation costs for employee abortions.","2022-05-06T19:15:08+0000"
"The Tesla Effect: Snowmobiles, Boats and Mowers Go Electric","2022-05-15T09:00:11+0000"
"Sustainability Index Drops Tesla, Prompting Insult from Musk","2022-05-18T19:42:39+0000"
"Tesla’s Aura Dims as Its Plunging Stock Highlights the Risks It Faces","2022-05-20T17:55:58+0000"
"Tesla to Cut 10% of Salaried Staff, Musk Tells Employees","2022-06-03T23:39:58+0000"
"How Safe Are Systems Like Tesla’s Autopilot? No One Knows.","2022-06-08T09:00:34+0000"
"Federal safety agency expands its investigation of Tesla’s Autopilot system.","2022-06-09T16:27:19+0000"
"The Week in Business: Trouble for Tesla?","2022-06-12T11:00:09+0000"
"Tesla Autopilot and Other Driver-Assist Systems Linked to Hundreds of Crashes","2022-06-15T13:00:08+0000"
"Tesla Sales Slow as the Pandemic Hobbles Production","2022-07-02T16:46:01+0000"
"Tesla Profit Falls in Second Quarter as Supply Chain Problems Hurt","2022-07-20T20:46:42+0000"
"Tesla will spend more to increase production at two new factories.","2022-07-25T15:24:45+0000"
"Tesla Prevails Over Most Activist Shareholder Proposals","2022-08-04T15:38:17+0000"
"California Regulator Accuses Tesla of Falsely Advertising Autopilot","2022-08-06T00:24:43+0000"
"Elon Musk sells nearly $7 billion in Tesla shares to finance his Twitter deal.","2022-08-10T14:57:59+0000"
"Can Tesla Data Help Us Understand Car Crashes?","2022-08-18T21:09:54+0000"
"Tesla Sold Record 343,000 Vehicles in Third Quarter","2022-10-02T16:46:50+0000"
"Tesla Reports Strong Profit in Third Quarter on Soaring Sales","2022-10-19T20:12:49+0000"
"Tesla Optimists Are in Retreat","2022-10-20T12:21:19+0000"
"Tesla Cuts Prices in China in Sign of Slowing Demand","2022-10-24T16:37:40+0000"
"What Riding in a Self-Driving Tesla Tells Us About the Future of Autonomy","2022-11-15T03:45:50+0000"
"Elon Musk Heads to Court to Defend His Billions in Tesla Pay","2022-11-16T10:00:23+0000"
"Elon Musk Tells a Court He Had Little Say in His Giant Tesla Pay","2022-11-16T15:29:32+0000"
"What Elon Musk Is Doing to Twitter Is What He Did at Tesla and SpaceX","2022-11-21T19:04:54+0000"
"Elon Musk’s Twitter Role Puts Tesla Board Under New Scrutiny","2022-11-22T17:01:00+0000"
"Elon Musk Sells Another Big Chunk of Tesla Stock","2022-12-15T14:22:13+0000"
"Tesla’s Direct Sales Model Helps It Thwart Customer Lawsuits","2022-12-19T08:00:10+0000"
"Elizabeth Warren Prods Tesla About Elon Musk and Twitter","2022-12-19T12:33:48+0000"
"Elon Musk’s Distraction Is Just One of Tesla’s Problems","2022-12-21T16:06:43+0000"
"Quotation of the Day: Musk’s Tweets Only Aggravate Tesla’s Troubles","2022-12-22T03:46:16+0000"
"Americans Are Realizing Tesla Isn’t the Only Electric Car","2022-12-23T18:57:35+0000"
"Did the Tesla Story Ever Make Sense?","2022-12-27T18:58:03+0000"
"In a Bad Year for Stocks, Tesla Plunged 65%","2022-12-30T20:04:43+0000"
"Tesla Car Sales Grow Slower Than Expected, Amplifying Concerns","2023-01-02T17:18:21+0000"
"Tesla Bulls Brace for a Rough Year Ahead","2023-01-04T12:55:56+0000"
"Tesla Sales in China Slump as Competition Intensifies","2023-01-05T15:57:58+0000"
"Tesla Cuts Prices Sharply as It Moves to Bolster Demand","2023-01-13T13:44:50+0000"
"Elon Musk Goes to Trial Over His 2018 Plan to Take Tesla Private","2023-01-17T10:00:17+0000"
"Elon Musk Says His Social Media Posts Did Not Drive Tesla’s Stock Price","2023-01-20T22:42:44+0000"
"Elon Musk Says He Could Have Raised Funds to Take Tesla Private","2023-01-23T18:17:41+0000"
"Elon Musk Said Tesla Buyout Plan Didn’t Involve ‘a Specific Number’","2023-01-24T22:14:09+0000"
"Tesla Will Build Heavy Trucks at a New Factory in Nevada","2023-01-24T23:03:18+0000"
"Tesla’s Profit Jumped 12% in Fourth Quarter","2023-01-25T21:18:41+0000"
"Tesla Bulls Are Back at the Wheel","2023-01-26T12:36:32+0000"
"Ford Follows Tesla in Cutting Electric Vehicle Prices","2023-01-30T16:50:57+0000"
"Man Who Drove Family Off Cliff in Tesla Is Charged With Attempted Murder","2023-01-31T00:30:48+0000"
"G.M. Posts Solid Profit as It Pushes to Take On Tesla in E.V.s","2023-01-31T17:31:06+0000"
"Tesla’s Self-Driving Technology Comes Under Justice Dept. Scrutiny","2023-01-31T20:15:45+0000"
"Jury Rules for Elon Musk and Tesla in Investor Lawsuit Over Tweets","2023-02-03T20:45:43+0000"
"Tesla’s Pickup Truck Is Coming Soon. Maybe.","2023-02-06T10:00:21+0000"
"Tesla Workers in Buffalo Begin Union Drive","2023-02-14T16:00:00+0000"
"Tesla Will Open Some Chargers to All Electric Vehicles","2023-02-15T14:19:49+0000"
"Tesla Fired Buffalo Workers Seeking to Organize, Union Says","2023-02-16T13:56:18+0000"
"Tesla to Recall 362,000 Cars With Its ‘Full Self Driving’ System","2023-02-16T18:26:54+0000"
"Judge Hears Arguments in Suit Over Musk’s Tesla Pay","2023-02-21T22:57:49+0000"
"Tesla Offers a New ‘Master Plan’ but Few Big Revelations","2023-03-01T14:28:20+0000"
"Tesla Could Start Making Cars in Mexico Next Year, Governor Says","2023-03-03T21:56:30+0000"
"A 120-Year-Old Company Is Leaving Tesla in the Dust","2023-03-04T14:00:06+0000"
"Tesla Sales Rose in the First Quarter","2023-04-02T16:11:26+0000"
"Jury Says Tesla Must Pay Worker $3.2 Million Over Racist Treatment","2023-04-03T21:25:08+0000"
"Elon Musk Says Tesla Will Build Shanghai Battery Factory","2023-04-10T01:02:40+0000"
"Tesla’s Profit Dropped Sharply in First Quarter as It Cut Prices","2023-04-19T20:57:46+0000"
"Tesla? Caviar? Boots? At These Resorts, Everything’s Included","2023-05-09T09:00:25+0000"
"China Orders Tesla to Recall 1.1 Million Vehicles Over Braking Risks","2023-05-12T10:57:56+0000"
"Musk Warns Tesla Shareholders to Expect “Challenging” Year","2023-05-16T09:00:22+0000"
"Tesla Will Open Its Charging Network to G.M.’s Electric Vehicles","2023-06-08T21:13:32+0000"
"There’s No Uber or Lyft. There Is a Communal Tesla.","2023-06-16T09:00:58+0000"
"Tesla May Have Already Won the Charging Wars","2023-06-27T07:00:17+0000"
"Tesla Sales Surge as Tax Credits Fuel Demand","2023-07-02T16:16:50+0000"
"Tesla’s Profit Rose in the Second Quarter as Price Cuts Spurred Demand","2023-07-19T20:20:32+0000"
"Tesla Wants to Double the Size of Its European Assembly Plant","2023-07-20T04:00:08+0000"
"For Tesla and Musk, Auto Strike Carries Benefits and Risks","2023-09-21T16:39:11+0000"
"Federal Lawsuit Accuses Tesla of Racial Discrimination","2023-09-28T22:06:59+0000"
"Tesla’s Sales Slip as It Readies Factories for New Models","2023-10-02T13:11:05+0000"
"Bill Ford Says U.A.W. Strike Is Helping Tesla and Toyota","2023-10-16T18:53:26+0000"
"Tesla’s Profits Plunge 44% After Big Price Cuts","2023-10-18T20:16:26+0000"
"Federal Investigators Widen Tesla Inquiry, Company Says","2023-10-23T17:29:14+0000"
"Union Victories May Lift Biden, as U.A.W. Targets Tesla and Others","2023-10-30T23:03:01+0000"
"Job Action Against Tesla Puts Sweden’s Unions in Spotlight","2023-11-05T10:01:25+0000"
"Workers in Sweden Will Expand Strike Against Tesla","2023-11-07T21:07:32+0000"
"Man vs. Musk: A Whistleblower Creates Headaches for Tesla","2023-11-10T10:02:34+0000"
"Unions in Sweden Expand Blockade Against Tesla","2023-11-17T18:19:49+0000"
"Tesla Sues Swedish Transport Agency in Dispute Over License Plates","2023-11-28T05:01:30+0000"
"Pickup or Lunar Lander? Tesla’s Cybertruck Enters a Crowded Market.","2023-11-30T10:03:55+0000"
"Quotation of the Day: Pickup or Lunar Lander? Tesla’s Cybertruck Arrives.","2023-12-01T05:00:24+0000"
"Tesla Is Fighting With Sweden’s Unions. Here’s What to Know.","2023-12-07T05:02:01+0000"
"Tesla Recalls Autopilot Software in 2 Million Vehicles","2023-12-13T14:22:18+0000"
"What Car Owners Should Know About the Tesla Autopilot Recall","2023-12-13T20:36:35+0000"
"Tesla Strike Is a Culture Clash: Swedish Labor vs. American Management","2023-12-27T05:00:22+0000"
